run_id,backend,iteration,cuda_ms,wall_ms,gpu_allocated_mb,gpu_reserved_mb
20260729T182249_bf16_eager,bf16_eager,431,60.68224,60.716505,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,432,61.394943,61.424285,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,433,60.627968,60.656763,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,434,60.856319,60.885109,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,435,60.887039,60.914354,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,436,60.485504,60.512434,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,437,60.96384,60.991528,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,438,60.487488,60.51502,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,439,61.179871,61.2071,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,440,61.947903,61.983787,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,441,61.192192,61.224973,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,442,60.499969,60.534025,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,443,60.766209,60.855694,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,444,60.850079,60.880782,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,445,61.070335,61.100652,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,446,60.578815,60.605378,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,447,60.752991,60.777589,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,448,60.434433,60.459246,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,449,61.023232,61.050658,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,450,61.284447,61.313639,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,451,60.925953,60.950662,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,452,60.366848,60.394865,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,453,60.593151,60.625105,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,454,61.290497,61.323006,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,455,60.548096,60.640924,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,456,61.457409,61.489015,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,457,61.466625,61.499344,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,458,64.545792,64.584787,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,459,67.245056,67.286544,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,460,74.046463,74.087263,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,461,65.158142,65.196027,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,462,60.385281,60.415765,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,463,61.85984,61.903418,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,464,60.578815,60.609205,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,465,60.313599,60.344391,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,466,61.223934,61.254869,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,467,60.378113,60.40765,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,468,61.052929,61.084221,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,469,60.981247,61.0141,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,470,61.154305,61.185549,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,471,60.81741,60.849453,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,472,60.766048,60.79414,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,473,62.355457,62.396047,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,474,61.630463,61.660356,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,475,60.918846,60.948248,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,476,60.33408,60.368437,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,477,60.175362,60.202257,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,478,60.3904,60.417157,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,479,60.260353,60.286625,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,480,60.307457,60.339332,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,481,60.310528,60.34291,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,482,60.778496,60.812084,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,483,60.434433,60.46652,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,484,61.253632,61.283683,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,485,60.546047,60.573549,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,486,60.50816,60.535017,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,487,60.210114,60.23639,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,488,60.441601,60.467742,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,489,60.635136,60.661444,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,490,60.665855,60.691629,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,491,60.302338,60.329474,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,492,60.188671,60.214009,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,493,60.760063,60.792388,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,494,60.343296,60.376933,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,495,60.336128,60.368959,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,496,60.363777,60.395127,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,497,60.769279,60.800423,4014.374,4256.0
20260729T182249_bf16_eager,bf16_eager,498,62.178303,62.212115,4014.374,4256.0
