run_id,backend,denoising_steps,iteration,policy_cuda_ms,policy_wall_ms,denoiser_total_ms,per_step_mean_ms,gpu_allocated_mb,gpu_reserved_mb
20260729T183102_bf16_eager,bf16_eager,1,211,198.5929,198.67697,60.93715,60.93715,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,212,198.72643,198.80772,61.05706,61.05706,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,213,198.65482,198.76173,60.35866,60.35866,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,214,200.14656,200.23111,62.53773,62.53773,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,215,210.72272,210.81095,60.16512,60.16512,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,216,212.84422,212.92777,64.99943,64.99943,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,217,200.70215,200.94148,60.3945,60.3945,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,218,204.39337,204.46989,60.19475,60.19475,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,219,244.00134,244.08811,62.20698,62.20698,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,220,201.03642,201.11517,61.04781,61.04781,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,221,202.63411,202.7138,60.0648,60.0648,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,222,207.0247,207.10545,60.02483,60.02483,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,223,198.89249,198.97115,59.96851,59.96851,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,224,202.27328,202.35508,60.50611,60.50611,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,225,204.57043,204.65555,60.42317,60.42317,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,226,199.81497,199.89286,60.15488,60.15488,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,227,199.15161,199.22802,60.21232,60.21232,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,228,208.24106,208.32955,60.12214,60.12214,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,229,199.41046,199.48702,59.93056,59.93056,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,230,202.31946,202.40465,60.06989,60.06989,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,231,269.94064,270.02291,60.04941,60.04941,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,232,202.43085,202.51733,60.42112,60.42112,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,233,200.30333,200.38999,60.24294,60.24294,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,234,204.69565,204.80247,60.23987,60.23987,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,235,201.44455,201.53177,60.36794,60.36794,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,236,201.3423,201.42407,60.0577,60.0577,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,237,200.75436,200.83709,60.64742,60.64742,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,238,202.55783,202.6396,60.49894,60.49894,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,239,199.45001,199.52581,60.14874,60.14874,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,240,203.23286,203.46435,60.42522,60.42522,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,241,202.86861,202.95174,60.58304,60.58304,4013.604,5294.0
20260729T183102_bf16_eager,bf16_eager,1,242,200.93715,201.0176,61.77997,61.77997,4013.604,5294.0
