run_id,quant_mode,iteration,policy_cuda_ms,policy_wall_ms,step_1_ms,step_2_ms,step_3_ms,step_4_ms,step_5_ms,gpu_allocated_mb,gpu_reserved_mb
20260729T181736_int4_wo_98cc4c,int4_weight_only,76,1561.75281,1561.78265,268.63104,268.12723,268.68735,267.99323,268.83682,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,77,1514.32275,1514.34996,268.51123,268.08832,267.99814,268.55118,268.02689,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,78,1544.94385,1544.96789,268.47232,268.16205,268.00845,268.25113,268.6658,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,79,1487.05652,1487.09101,268.96179,268.20709,268.03302,268.07297,267.95828,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,80,1487.81433,1487.8467,268.49588,268.5235,268.06888,268.21835,268.85223,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,81,1485.99658,1486.02371,268.53171,268.09555,267.98181,268.17639,268.10776,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,82,1508.95312,1508.97871,268.54187,268.71808,268.56244,268.39963,268.65256,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,83,1488.92468,1488.9511,268.39459,268.1221,268.14252,268.01971,268.12723,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,84,1492.93738,1492.99883,268.52658,268.1088,268.02689,268.16409,268.75186,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,85,1494.59009,1494.63312,268.65567,268.53375,268.49484,268.68225,268.58801,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,86,1532.58337,1532.6104,268.53683,268.31046,268.15179,268.52863,268.38528,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,87,1554.38147,1554.4094,269.00378,268.39655,268.37402,268.14053,268.66382,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,88,1490.3446,1490.37159,268.41702,268.34229,268.42728,268.2695,268.22241,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,89,1488.71509,1488.89401,268.41702,268.21222,268.24191,268.51227,268.75598,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,90,1508.89246,1508.92837,269.00784,268.31052,268.18765,268.17844,267.95624,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,91,1519.17468,1519.1989,268.60339,268.40884,268.34021,267.98898,267.90082,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,92,1485.51331,1485.539,268.45081,268.01151,268.09958,268.00641,268.07501,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,93,1493.94507,1493.97042,268.39133,268.02579,268.13333,268.25522,267.96442,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,94,1487.03723,1487.07525,268.95758,268.26651,268.12622,268.16718,268.14868,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,95,1488.31274,1488.34364,268.47128,268.16409,268.13132,268.27667,268.60953,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,96,1487.63989,1487.66854,268.39142,268.66382,268.23578,268.20404,268.29312,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,97,1502.44421,1502.47029,268.38837,268.1723,268.03098,268.0289,267.96033,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,98,1486.07617,1486.10098,268.40677,268.27469,268.17844,268.02994,267.98181,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,99,1485.79919,1485.82517,268.45587,267.98181,267.95929,267.95416,267.95624,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,100,1485.52917,1485.58145,268.43048,268.08524,268.1088,268.72217,267.97568,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,101,1489.47925,1489.50639,268.48666,268.15591,268.09753,268.30643,267.9563,1547.831,2790.0
